id,股票简称,最新价,涨跌幅(%),PE(TTM),PE(静),市净率,PEG值,市销率,市现率,所属行业,收益,总股本,ROE,净利率(%),负债率(%),同比(%),每股净资产,毛利率,PE(动),净利润,总营收,总值,流值
2122,天马股份,4.56,-5.590062112,31.46871879,106.6794173,4.18180423,-3.856376062,12.33462918,-194.7015002,通用设备,0.028154173,1990989926,2.62,28.18916228,32.27585018,138.0427144,1.0904384,23.26838277,4049,56054674.86,198989809.2,9078914063,9038258475
2123,梦网科技,13.22,-1.343283582,-15.78226564,-14.68697578,3.08600989,0.033172651,2.35673604,-252.3578909,通信服务,0.013724121,802196280,0.32,0.997770028,40.96799745,128.1554784,4.2838489,9.553821136,24082,11009438.57,1035238618,10605034822,9023740756
2124,天邦食品,4.83,1.684210526,17.79075326,18.14950876,2.73242538,-0.250783161,0.87907359,8.92184029,农牧饲渔,-0.360908451,1839192626,-18.53,-30.56133237,83.14533433,1.465140711,1.7676603,-7.343493494,-335,-663780161.6,2173950218,8883300384,7427821885
2125,湘潭电化,11.37,0.976909414,24.36229738,18.16017879,2.80706948,0.455776255,3.36455658,30.23571491,化学原料,0.064250734,629481713,1.7,8.607677771,49.02059483,-71.27061028,4.0504876,18.24455413,4424,40444662.16,464219545.5,7157207077,6745250567
2126,银轮股份,13.32,1.369863014,23.98102885,27.52899302,2.23910149,0.199885414,1.17499421,18.50076526,汽车零部件,0.160261624,792145810,2.67,5.484069466,62.57611057,80.72700004,5.9488148,20.17526764,2078,126950573.9,2555046218,10551382189,9923095904
2127,南极电商,4.47,2.288329519,-27.3182311,-36.79093048,2.47728268,-0.181901956,3.68937417,14.75364568,贸易行业,0.014522733,2454870403,0.81,5.750347898,12.4562046,-74.36518933,1.8043964,15.05258199,7695,35651427.83,610811531.8,10973270701,8916284849
2128,电投能源,14.04,0.789662599,7.6907892,7.89395006,1.07640307,0.631857687,1.18916626,3.96351935,煤炭行业,0.721551887,2241573493,6.13,25.41356222,32.18492153,6.964912038,13.043441,39.51896293,486,1617411585,6843970382,31471691842,26978883951
2129,TCL中环,38.98,-1.615345785,16.2417381,18.48651581,3.16091029,0.215524889,1.76889344,24.52841063,光伏设备,0.696750348,3233790449,5.82,13.98695732,54.11225663,71.89925955,12.3318906,23.01130946,1399,2253144621,17618702734,1.26053E+11,1.25957E+11
2130,沃尔核材,6.91,-0.432276657,14.23482545,14.16793935,1.9353347,1.146948792,1.63375531,9.64071972,非金属材料,0.082516281,1259898562,2.35,9.85022079,40.51136649,-2.702205796,3.5704418,31.0941474,2094,103962144.2,1142479673,8705899063,8623598407
2131,利欧股份,2.49,2.469135802,17.10969106,-37.95644586,1.37841082,0.686956069,0.81058295,128.0873295,互联网服务,0.088335905,6754804205,5.01,11.43275371,39.14299272,171.9364401,1.8064281,6.431797524,705,596691741.1,5194400023,16819462470,14528042906
2132,恒星科技,3.89,-0.765306122,35.94140478,29.08434126,1.46568209,1.012505866,1.21312035,17.56256853,通用设备,-0.00328782,1401544698,-0.12,-0.493973082,56.38129553,-114.7904092,2.6540544,9.922335552,-29579,-4608027.18,932849855.6,5452008875,5442451655
2133,广宇集团,3.52,1.44092219,17.8488449,24.1073306,0.67083585,-0.679570149,0.50192741,-7.94762311,房地产开发,0.107817397,774144175,2.07,11.70717078,75.70876012,90.42472014,5.2471853,17.20873744,816,83466209.48,1682209413,2724987496,2709943108
2134,天津普林,9.09,0.331125828,113.0839762,139.1610227,4.97494696,-4.548754889,3.92920825,599.9894174,电子元件,0.028540372,245849768,1.57,4.848995925,41.54301755,111.7608225,1.8271552,15.56241364,7962,7016643.82,144703025.7,2234774391,2234774391
2135,东南网架,7.28,3.851640514,32.41941471,29.19201763,1.33972407,-0.939563496,0.67734373,-6.1134939,工程建设,0.121143092,1165549740,2.25,4.388026968,64.64001715,-17.0079619,5.4339548,11.04494141,1502,141198299.4,3188816102,8485202107,7963587064
2136,安纳达,11.39,0.975177305,10.11422418,9.1311933,2.05671268,0.216997618,0.94332972,14.4376005,化学原料,0.141889499,215020000,2.6,7.561364992,26.36634096,-46.07530467,5.3379636,15.5287183,2007,30509080.15,534884965.7,2449077800,2440491562
2137,实益达,7.14,1.709401709,28.63953501,28.59602252,2.71529349,0.007781321,7.17045526,1477.415069,电子元件,0.02993747,577504854,1.15,13.26356226,18.61197413,-1.251287141,2.62955,28.63418113,5962,17289034.13,142965034,4123384658,2788627974
2138,顺络电子,21.67,0.837598883,49.80754316,40.34828919,3.20509187,-1.513094,4.10648693,15.1043829,电子元件,0.099893251,806318354,1.44,9.809965672,45.85496275,-50.5214823,6.7611166,32.18156255,5423,80545761.9,1024675233,17472918731,15717320149
2139,拓邦股份,10.96,0.827966881,23.7993338,23.88051507,2.37899453,5.977486134,1.54559998,23.05284629,消费电子,0.075893675,1269535372,1.66,4.836883873,44.46401758,2.10622386,4.5472332,21.88333729,3610,96349704.8,1995012860,13914107677,11519447073
2140,东华科技,9.6,0.73452256,23.1727127,23.5542003,1.79787215,1.357307553,1.0679853,-79.55031938,工程建设,0.101175561,708182622,1.92,8.222936899,66.30617665,7.102835729,5.3396455,15.22876754,2372,71650773.81,869287711.5,6798553171,5165512080
2141,贤丰控股,3.71,1.366120219,19.18123883,18.12157257,3.67082694,0.030832732,6.57134895,574.1261358,电子元件,0.004208307,1134656519,0.42,17.84083964,8.124998639,-72.88201978,1.0106715,53.33337406,22040,4774983.01,29298048.67,4209575685,4209575685
2142,宁波银行,27.59,0.914411119,7.60627353,7.89569101,1.14186823,0.409511154,3.07919806,2.02286154,银行,0.999153371,6603590792,4.23,39.98066816,93.06008603,15.34965035,24.1621574,0,690,6598000000,16553000000,1.82193E+11,1.79982E+11
2144,宏达高科,11.27,1.076233184,24.48740595,25.00000809,1.0134879,0.556560574,3.41634071,25.2068888,纺织服装,0.097441001,176762528,0.88,14.58316881,8.330600984,10.72303277,11.1200144,28.42241433,2891,17223917.74,120153487.2,1992113691,1554128548
2145,中核钛白,6.62,-0.150829563,57.3041885,39.8430832,2.08648629,-1.572212683,4.90517227,35.5487921,化学原料,0.026996186,3871026315,1.2,8.591214073,29.83027512,-65.22192113,3.1727982,11.16635006,6130,104502947.7,1232538931,25626194205,15274238854
2146,荣盛发展,1.74,1.754385965,-0.47425657,-0.46383569,0.33464603,0.001401993,0.22187188,-18.47611632,房地产服务,-0.147564502,4348163851,-2.06,-6.888243352,89.82668083,35.83950562,5.1995239,15.0434915,-295,-641634634,6121035168,7565805101,6779947151
2148,北纬科技,6.03,1.686340641,285.2522601,199.320914,2.82508517,-5.684550284,13.86002402,69.55910618,通信服务,0.0025521,560899430,0.12,2.164479261,10.10680995,-78.12292396,2.1344489,42.3379403,59069,1431471.64,64492750.06,3382223563,2722090893
2149,西部材料,15.53,-0.956632653,38.10545954,41.00584156,2.67223728,0.871444408,2.38809864,-67.52169087,小金属,0.071992383,488214274,1.25,6.433133387,52.80802232,66.78121284,5.8116097,19.27531645,5393,35147709.24,719844953.7,7581967675,7580802925
2150,通润装备,17.93,0.111669458,47.98086317,42.88978996,4.02647865,15.28685592,4.07690049,22.78344583,通用设备,0.041295262,356517053,0.93,5.822087179,15.16557532,-51.78762252,4.4530225,21.13030425,10855,14722465.25,317868444.5,6392350760,6367834623
2151,北斗星通,32.08,-1.443932412,137.5894431,113.280841,3.76903033,-5.460389651,4.06609442,-52.28023649,通信设备,0.039340637,512784757,0.46,-0.627599804,36.51673037,-55.98161853,8.511473,23.9608771,20386,20173278.95,989820165,16450135005,12515148599
2152,广电运通,11.91,0.084033613,35.27946852,35.75014946,2.50370108,101.4156237,3.89242734,16.47884272,计算机设备,0.09500949,2483382898,2.01,17.22302725,31.36711163,4.907710053,4.7569576,39.47494262,3134,235944942.5,1474962867,29577090315,29562212522
2153,石基信息,18.76,1.845819761,-49.26012338,-50.55231144,5.30894951,0.550014885,15.24831212,-925.4052142,软件开发,0.004889488,2099379878,0.14,1.596452937,15.39657528,-66.56572087,3.5336558,51.03362388,95920,10264892.4,560870404.9,39384366511,23080194288
2154,报喜鸟,6.18,0.815660685,17.73231488,19.65821992,2.15214476,-15.48179989,2.02858701,11.90335652,纺织服装,0.175138915,1459333729,6.29,20.1380702,28.89034333,24.21642914,2.671554,66.07052783,882,255586126.3,1290475907,9018682445,6690844758
2155,湖南黄金,14.28,-1.652892562,38.13220315,39.2473865,2.88769001,1.869655865,0.82204831,13.31190305,贵金属,0.088547868,1202039474,1.81,1.955142703,16.37549507,13.65823726,4.9451291,6.034548237,4032,106438032.5,5671570919,17165123689,17163386427
2156,通富微电,18.27,-0.598476605,80.87186638,55.07284748,2.00551379,-2.475569514,1.28180812,6.28275138,半导体,0.003007714,1513236649,0.03,0.233570001,59.63797735,-97.23650174,9.109885,9.450554511,151859,4551383.81,4641782943,27646833577,24278469297
2157,*ST正邦,2.05,-5.092592593,-0.53841563,-0.48795542,-0.64303765,-0.026246244,0.641632,-1.48693441,农牧饲渔,-0.369884192,3186502904,-12.66,-56.24749161,156.9869144,51.56175546,-3.1879938,-27.69581801,-139,-1178637053,2255605183,6532330953,4993315718
2158,汉钟精机,22.54,-0.52956752,18.00294868,18.70442307,3.80478376,0.516251131,3.58607842,26.73849333,通用设备,0.217848333,534724139,3.74,16.95079485,44.6048275,27.475875,5.9241212,36.84534529,2587,116488762.3,690001095.6,12052682093,12021209671
2159,三特索道,16.43,-1.262019231,-110.4350361,-37.82535634,2.51811921,-5.413290413,8.15062082,13.49932608,旅游酒店,0.161971733,177301325,2.51,19.73609253,36.61249932,231.0262957,6.524711,66.98336557,2536,28717802.8,159690524.5,2913060770,2267816224
2160,常铝股份,4.06,0.24691358,-10.57884953,-11.16929323,1.16965161,0.004064713,0.60484218,-19.4607123,有色金属,0.002722847,1032781167,0.08,0.039631109,53.96172516,-88.1671423,3.4711191,11.1025027,37277,2812105.32,1575357559,4193091538,3099446999
2161,远望谷,4.98,0.201207243,8831.284227,-122.7062271,2.56438663,271.4075894,7.3132493,71.69957943,电子元件,-0.013030331,739757400,-0.67,-9.375128535,45.19493897,75.94946813,1.9419849,39.18120436,-9555,-9639283.89,105788832.3,3683991852,3553027334
2162,悦心健康,4.11,0.982800983,-14.0615822,-13.67665038,3.81012077,0.005951351,3.18075533,47.37422514,装修建材,-0.008281595,926500000,-0.77,-3.473924776,57.89139905,49.83293023,1.078706,24.09556918,-12407,-7672898.23,221065012.5,3807915000,3806634994
2163,海南发展,10.59,0.761179829,-65.72737143,-61.86565477,6.82963709,0.098592277,2.33299387,132.6271673,玻璃玻纤,-0.040312286,844957867,-2.57,-6.01468638,75.8132788,19.96697579,1.5505948,4.240617256,-6567,-34062183.02,747013684,8948103812,8509594500
2164,宁波东力,5.51,1.100917431,9.81746933,8.9366464,2.26169796,-19.42971582,2.03221789,-193.1911643,通用设备,0.016806453,532173689,0.69,2.710800407,42.79632657,-76.69796599,2.4362227,21.72088054,8196,8943952.15,330417447.1,2932277026,2649760201
2165,红宝丽,4.14,2.729528536,-44.96182594,-38.87773981,1.51179524,0.025409947,1.28600661,5.81231659,化学制品,-0.027352953,735269837,-0.99,-3.582121762,64.13998508,34.50357626,2.7384661,17.72648718,-3784,-20111801.39,561826047.7,3044017125,3010068127
2166,莱茵生物,8,-10.01124859,37.04425366,33.21293799,1.92751665,0.84110616,4.33031546,-19.64881764,中药,0.026866798,742082425,0.65,9.004194545,31.02926604,-48.11242442,4.0504181,23.380657,7444,19937378.89,252624843.2,5936659400,3731516936
2167,东方锆业,7.03,0.716332378,111.7309588,55.04200798,3.73107763,-5.135386844,4.05010217,-42.54064867,小金属,0.012693195,775134000,0.68,2.240069019,57.24274328,-83.62059072,1.8841741,19.04324922,13846,9838927.05,344389456,5449192020,4895563442
2168,惠程科技,4.67,-2.708333333,-34.32688212,-31.99907416,1389.755084,-1.094427191,14.81888875,-207.7147592,游戏,-0.026620296,787103368,-174.16,-40.73726929,95.74919976,27.1017115,0.0033603,48.98159908,-4386,-20952924.26,45465569.6,3675772729,3653445692
2169,智光电气,7.83,0.772200772,17.35250711,145.8985773,1.81040809,1.302784975,2.56554943,50.15270972,电网设备,0.131310082,787791994,3.08,22.99528216,47.02092631,149.3175767,4.3249917,18.6709656,1491,103445031.7,440586388.5,6168411313,5980255419
2170,芭田股份,6.51,-0.610687023,33.80875697,47.78888675,2.55637053,0.587523961,1.97090625,12.44356827,化肥行业,0.080739573,889862627,3.23,9.064430912,53.56622904,230.7636582,2.5465792,18.98392064,2016,71847128.14,793527623.7,5793005702,4610565061
2171,楚江新材,7.33,-0.407608696,85.54218273,73.18202952,1.61066755,-2.174145889,0.24015994,198.5029608,有色金属,0.070954903,1334533577,1.52,1.099712598,58.71296042,-16.94126876,4.5509081,4.167217128,2583,94691700.78,9579626978,9782131119,9526993310
2172,澳洋健康,3.63,1.680672269,-240.4094779,-180.6137991,34.49082444,-16.33379367,1.44650445,16.54322103,医疗服务,0.047440446,765732360,58.19,6.740305398,97.53646787,11.7783011,0.1052454,13.06517168,1913,36326684.73,543869982.7,2779608467,2777937287
2173,创新医疗,6.85,0.88365243,-50.36755531,-42.11279645,1.6316221,-1.871981243,4.17928667,51.15487204,医疗服务,-0.004767123,453079583,-0.11,-1.026445877,18.24205274,84.83028996,4.1982761,14.23050924,-35923,-2159886,204206456.2,3103595144,2570721670
2174,游族网络,21.39,2.540747843,-29.15614628,-30.85948459,4.44449036,0.01079033,10.25830354,-257.9550192,游戏,0.046785863,915871399,0.95,9.042489856,29.61530076,-46.39570943,4.8127003,39.74993988,11430,42849833.45,473871237.1,19590489225,19546379836
2175,东方智造,2.83,2.909090909,36.33391358,33.64158611,7.37948037,-2.621620508,14.02781008,85.24752195,仪器仪表,0.000586223,1276780727,0.15,0.939282174,27.76155924,-91.40389235,0.3834958,27.34496576,120688,748478.19,50402087.17,3613289457,3613261157
2176,江特电机,12.74,1.838529177,12.70312007,9.34439092,5.03649299,0.022753367,3.67381627,15.56682341,电机,0.029682578,1706325581,1.18,7.526820859,36.67009996,-92.39228374,2.5295379,23.74594924,10730,50648141.71,700303526.8,21738587902,21734683538
2177,*ST御银,3.37,-0.882352941,27.44293141,47.35771155,1.51477385,0.172196494,37.70633274,75.33596618,计算机设备,0.014541982,761191294,0.66,61.38034885,2.240695798,139.1990673,2.2247545,62.6509854,5794,11069230.46,18033834.39,2565214661,2565214661
2178,延华智能,4.2,1.204819277,-22.02908956,-20.44357465,7.05838103,0.000213162,4.63727594,103.6733258,软件开发,0.002677992,712153001,0.45,1.294207266,60.91168411,122.1165583,0.5950373,23.79896826,39208,1907139.81,139773610.1,2991042604,2988402337
2179,中航光电,54.49,-1.017257039,29.88935738,32.70457797,4.73487514,0.799973082,5.16233594,39.93411608,电子元件,0.609096005,1630804888,5.48,19.52443973,39.25144897,34.70607931,10.9582232,39.5105032,2237,993316742.8,5342014791,88862558347,85367246403
2180,纳思达,38.78,1.226833725,33.61659988,29.47801325,3.422864,0.565406023,2.06906671,47.60849389,计算机设备,0.14942389,1416046938,1.32,3.358857091,58.65372617,-52.01297233,11.3296935,34.87811594,6488,211591241.7,6519297135,54914300256,49604090791
2181,粤传媒,6.41,4.397394137,247.9491474,167.8218395,1.66199997,-5.973835933,14.00495204,-14.58544217,文化传媒,-0.007761953,1161058174,-0.2,-8.866630368,19.00811252,-269.4291239,3.8567991,28.75045322,-20646,-9012079.03,101668365.7,7442382895,7271904446
2182,云海金属,23.74,-1.575456053,42.84204038,25.10346118,3.85066135,2.35704539,1.84970721,10.65080471,有色金属,0.07831383,646422538,1.28,3.33559816,48.58475107,-83.33292808,6.1651747,10.0862603,7578,50623824.59,1693750533,15346071052,13227863570
2183,怡亚通,5.53,1.654411765,62.63392647,56.07928339,1.61462922,-1.521780528,0.15763702,15.34330654,物流行业,0.011582251,2597009091,0.34,0.121946591,79.54037015,-47.1174351,3.4249349,4.298541784,11936,30079210,19800821575,14361460273,14357602894
2184,海得控制,14.22,2.819956616,33.83466001,35.32210737,3.8248354,5.532766939,1.74355751,41.41873138,专用设备,0.056893361,351908370,1.54,3.361084656,49.76885281,45.1545991,3.717807,17.05005953,6249,20021249.77,609497642.2,5004137021,3414947277
2185,华天科技,9.07,-0.32967033,65.94648617,38.55010514,1.85885829,-2.043496413,2.60965984,10.92918833,半导体,-0.033194257,3204484648,-0.68,-5.658688249,37.76055175,-151.4255336,4.8793391,3.992379129,-6831,-106370487,2238999877,29064675757,29058006314
2186,全聚德,11.97,0,-16.70105552,-13.30382752,4.86853158,0.207670744,4.47837322,-34.45776657,旅游酒店,0.029741007,308463955,1.22,2.558606699,50.10989984,119.4031972,2.4586469,17.54755296,10062,9174028.5,319634209.7,3692313541,3687402849
2187,广百股份,7.03,0.716332378,-35.4111479,-34.53147847,1.23536578,-0.031374923,0.99997136,9.44697904,商业百货,0.046742258,704038932,0.82,1.895631049,56.62968174,12.13222324,5.6906223,21.39225666,3760,32908369.53,1722333013,4949393692,3635290091
2188,中天服务,6.16,1.482701812,51.01301326,29.23999601,15.04085509,-2.682747564,5.72580427,96.59154683,房地产服务,0.027514769,292538575,6.87,10.75423253,52.61300612,-76.56953776,0.4095512,27.86500478,5597,8049131.36,73329881.56,1802037622,1483840863
2189,中光学,16.49,4.1692988,-19.45398004,-23.27657751,3.37087726,-0.00764853,1.43299717,-53.4046055,光学光电子,-0.249586368,261726953,-4.19,-11.77006315,59.91279392,-126.1106682,4.8919016,5.201880669,-1652,-65323479.5,575865452.3,4315877455,4306950181
2190,成飞集成,22.55,-0.966183575,164.2211459,138.4777317,2.49229722,35.61244776,5.17678928,88.8379051,汽车零部件,0.007054118,358729343,0.08,3.239473411,28.44622202,-78.3492127,9.0478775,12.76388253,79918,2530519.16,340205015.5,8089346685,8089346685
2191,劲嘉股份,7.27,0,202.1322954,54.19539234,1.41904105,-10.01419202,2.20464641,14.9822983,包装材料,0.108648264,1470887550,2.13,15.44611531,19.57749023,-47.46875064,5.1231781,30.24411382,1673,159809378.2,1040375413,10693352489,10394796344
2192,融捷股份,68.7,1.029411765,7.93523147,7.31096558,5.65592811,0.001213565,6.58697055,17.70430993,能源金属,0.239117164,259655203,1.99,24.28232118,13.04818079,-75.55959618,12.1465476,37.17931883,7183,62088015.76,193610981.8,17838312446,17801559664
2193,如意集团,7.16,3.468208092,-9.91310201,-12.14477832,0.74530403,-0.000252854,3.57329917,31.98587497,纺织服装,-0.121639935,261715550,-1.26,-46.16125825,42.17767134,-1197.564035,9.6068178,6.974190948,-1472,-31835062.59,70877661.75,1873883338,1868263905
2194,武汉凡谷,9.38,0.106723586,30.07730302,23.20526318,2.32893208,1.559046247,3.00544917,16.97957501,通信设备,0.065379849,683443306,1.64,8.920226864,17.53153029,-58.55094118,3.7275971,25.86274794,3587,44683419.83,500922459.8,6410698210,4765482370
2195,二三四五,3.07,0.655737705,81.57743192,82.92263043,1.84748301,-3.312596915,28.11821749,51.36464437,互联网服务,0.019269102,5724847663,1.17,77.0549208,4.081768322,3.271917981,1.6617203,60.9103351,3983,110312676.1,143161105,17575282325,17365000883
2196,方正电机,6.88,1.925925926,-10.68790727,-10.61495507,2.71359468,-0.00088849,1.5558574,26.09401764,电机,0.016385898,498719930,0.65,1.873763655,66.20120705,36.98419609,2.5353823,16.35683012,10497,8171973.9,445480311.2,3431193118,3281927824
2197,证通电子,10.26,-1.25120308,-11.79725149,-11.71087522,2.48036433,-0.000413978,5.06685482,13.27640578,计算机设备,0.024929123,614362928,0.6,6.354483667,63.05652368,34.64653491,4.1364891,33.61850866,10289,15315528.74,301846342.1,6303363641,5482036626
2198,嘉应制药,7.67,0.392670157,72.6434594,88.59967644,5.25598109,0.011069935,5.83505065,155.0789814,中药,0.024011296,507509848,1.66,9.483459268,10.8984567,380.5832837,1.4592899,65.4406678,7986,12185969.05,128497088.5,3892600534,3892600534
2199,东晶电子,6.76,1.654135338,-21.12899887,-23.81286929,4.66953402,0.035293658,9.423518,-44.1754301,电子元件,-0.057197972,243442363,-3.87,-36.01207076,33.70232781,-170.584827,1.4476819,16.9729125,-2955,-13924409.49,38724436.49,1645670374,1645670374
2200,ST交投,9.04,3.314285714,49.20402045,155.9361084,31.49506529,-3.828074137,2.37859251,-76.8634173,农牧饲渔,0.008162162,184132890,2.9,-0.770629199,88.89310783,106.941192,0.2870291,19.59047494,27689,1502922.42,119875605.8,1664561326,1664561326
2201,正威新材,10.15,1.196410768,193.1245419,182.6930736,6.28378386,-15.91663956,4.5531275,82.88351343,玻璃玻纤,0.012787312,651636241,0.79,2.513678705,59.49742581,-19.00723346,1.6152688,21.24770859,19844,8332675.85,331493274.5,6614107846,6600057161
2202,金风科技,11.19,-0.089285714,20.09469153,19.83630696,1.30136983,-0.70030037,1.03639631,22.60329399,风电设备,0.292239234,4225067647,3.38,22.87666917,67.9314443,-2.421966022,8.5986318,25.2341071,957,1234730533,5564585933,47278506970,37972448455
2203,海亮股份,12.06,-1.551020408,19.48653173,19.82743687,1.91892299,1.975712781,0.31985199,-18.47290528,有色金属,0.167886184,1986461619,2.59,1.75461949,63.19823474,6.767093664,6.2847754,3.939183851,1796,333499461,19472500604,23956727125,23200800560
2204,大连重工,5.22,-1.136363636,30.32321193,34.98500872,1.4852046,0.181487903,0.93028233,-99.90980355,工程机械,0.05911568,1931370032,1.7,4.336394058,68.48208168,63.40638358,3.5146673,18.40641271,2208,114174252.4,2632930746,10081751567,10081751567
2205,国统股份,10.49,2.142161636,-16.67617148,-18.9993894,2.71634961,0.002736331,3.06069629,-11.97874449,水泥建材,-0.284025241,185843228,-7.09,-141.8042176,78.45590777,-37.1393843,3.8618004,17.77025176,-923,-52784167.53,38706889.88,1949495462,1949495462
2206,海利得,5.49,1.291512915,23.15559328,19.30504018,1.78915921,-0.677126973,1.18182293,7.35268387,化纤行业,0.057606525,1167757220,1.89,5.01308507,52.22578234,-45.08249586,2.9184804,13.65568324,2383,67270435.71,1351017677,6410987138,5028815081
2207,准油股份,6.59,0.304414003,-43.62841673,-177.8970485,18.40725482,-0.658802779,8.59481928,61.06468026,采掘行业,-0.043752338,262055378,-11.53,-39.46411784,61.78698795,-162.2790405,0.358011,-33.09680236,-3766,-11465535.44,29073986.92,1726944941,1717260587
2208,合肥城建,6.84,0.588235294,16.70415799,16.43467899,0.85280389,-0.272588227,1.26267832,-6.16217975,房地产开发,0.036318299,803291894,0.46,5.461700221,73.59867103,-15.60265494,8.0206013,18.23312599,4708,29174195.01,1007787530,5494516555,4256239111
2209,达意隆,9.22,1.766004415,332.4694707,80.53743586,3.09294651,-0.783644049,1.70104037,11.50155238,专用设备,-0.050103224,195244050,-1.71,-7.698750552,68.23840509,-236.722854,2.9809762,25.8732972,-4601,-9782356.37,127051213.6,1800150141,1424712036
2210,飞马国际,2.2,0.456621005,61.77126908,66.26596779,21.93604879,0.002632728,15.64005677,371.2428349,物流行业,0.000215418,2661232774,0.22,0.768554477,78.9414634,109.7904001,0.1002915,19.08283273,255317,573277.81,74591694.81,5854712103,5854690983
2211,ST宏达,2.87,3.610108303,26.54200345,31.34415145,13.92005203,-3.405761296,3.79848347,135.87683,化学制品,-0.007999909,432475779,-3.81,-6.312960206,72.72355484,67.43539963,0.2061774,7.01857434,-8969,-3459766.79,54804191.33,1241205486,1240667361
2212,天融信,10.47,-1.597744361,69.46758548,60.48619773,1.27492957,3.015989789,3.41449819,-253.1636087,软件开发,-0.077016712,1184832393,-0.94,-19.48352164,18.12750848,-40.96034657,8.2122183,45.06171514,-3399,-91251895.53,468507963.7,12405195155,12226532614
2213,大为股份,12.41,1.140994295,199.0017314,183.2858668,4.35561622,78.72812767,3.74015105,-329.6772322,汽车零部件,0.003447939,236000000,0.12,0.745704233,10.39759901,-60.79710121,2.849195,9.884080512,89981,813713.53,106302822.9,2928760000,2556460000
2214,大立科技,13.15,-0.378787879,-38.43346514,-52.25559255,3.47579694,0.158761872,26.21647346,-47.57218719,电子元件,-0.077035135,599237935,-2.02,-120.5934669,16.24434765,-672.0333549,3.783305,49.68894466,-4268,-46162375.44,40687002.25,7879978845,6283873820
2215,诺普信,8.23,-1.555023923,21.48401319,24.93377548,2.10450978,2.388846558,1.88835761,15.84514293,农药兽药,0.219477666,995041427,5.77,16.32176643,56.60705245,31.83703801,3.9106494,35.82226241,937,218389369.7,1345726875,8189190944,6507821713
2216,三全食品,16.34,0.988875155,17.53528037,17.93702429,3.44981026,0.684575139,1.92456401,14.4829858,食品饮料,0.317680301,879184048,6.94,11.77825999,39.57448851,7.031701026,4.7364924,28.28158801,1286,279299453.3,2372685088,14365867344,10298386782
2217,合力泰,2.98,1.016949153,-2.50365672,-2.67960266,1.84046573,0.000236422,0.89789919,11.54243279,光学光电子,-0.141947873,3116416220,-8.4,-23.5842357,71.62521761,-122.5096577,1.6191554,-3.011318831,-525,-442368653.5,1843622217,9286920336,9276782778
2218,拓日新能,4.88,1.035196687,70.47131861,71.64965842,1.62802941,-1.899626906,5.89747659,25.03148646,光伏设备,0.008567545,1413020549,0.29,5.092626407,37.83492319,15.33030942,2.9974888,28.92605829,14240,12106116.88,237718534.9,6895540279,6794903455
2219,新里程,4.47,-0.666666667,85.88769539,97.13578807,7.53364035,-0.778407478,4.76879926,55.13861922,医疗服务,0.006379593,3381758753,1.18,2.841803317,64.88245904,1707.556544,0.5933387,30.07642101,17517,21574245.31,778180614,15116461626,14495589206
2221,东华能源,9.12,0.996677741,-1163.110089,338.1098866,1.38750181,78.78040363,0.489369,-86.73638458,石油行业,0.03289676,1576127767,0.5,0.823798792,70.58716867,-51.41613439,6.5729644,5.18099105,6931,51849496.68,7160346792,14374285235,13310301301
2222,福晶科技,24.51,-2.428343949,46.23586322,46.28299726,7.30298536,2.428541254,13.64277817,38.08376076,光学光电子,0.123696392,427500000,3.75,28.51708731,8.840353136,0.438349071,3.3561617,57.51977121,4954,52880207.5,197321889.9,10478025000,10431271391
2223,鱼跃医疗,32.12,-0.710973725,17.45624668,20.18733746,3.04328102,1.824251571,4.03342484,11.88906405,医疗器械,0.711761019,1002476929,6.98,26.16558683,30.06971756,53.78506921,10.5543983,52.70542232,1128,713524000.1,2702565759,32199558959,30228766884
2224,三力士,4.62,0.434782609,42.54676651,50.42755114,1.37353733,-1.201443625,3.76913828,10.89243343,橡胶制品,0.008360179,729596474,0.24,2.843621093,18.5153171,197.1026433,3.363578,23.37759172,13815,6099557.45,186302970.7,3370735710,2241591748
2225,濮耐股份,3.93,1.028277635,19.97626006,17.29175063,1.23593664,0.071798263,0.79169268,72.50739739,装修建材,0.043447146,1010368522,1.36,3.35915942,58.27055522,-41.27941095,3.1797747,20.09876485,2261,43897628.26,1218243801,3970748291,3244193228
2226,江南化工,5.3,-1.119402985,34.52799035,31.04580222,1.5819791,-1.192628197,1.9741168,9.31119028,化学制品,0.042154881,2648922855,1.27,8.957842277,39.32333168,-28.99840691,3.3502339,24.7429827,3143,111665027.1,1536552329,14039291132,9450005237
2227,奥特迅,13.72,-1.01010101,-78.51377508,-84.29801083,3.12437038,3.014696405,10.12273509,-100.8793191,电源设备,-0.046890878,247806170,-1.06,-17.5598676,29.37352946,-34.35632075,4.3912847,19.95936885,-7315,-11619848.87,67845087.64,3399900652,3365033317
2228,合兴包装,3.28,0,36.30200902,30.73223496,1.21967514,-1.107915649,0.28129085,6.87177433,包装材料,0.025880245,1238633499,0.95,1.031394347,57.03803969,-38.75287553,2.6892407,11.08657034,3168,32056138.65,2976710672,4062717877,4049388219
2229,鸿博股份,18.71,-10.00481,-115.7819795,-124.2051341,5.89019404,0.080153293,16.34167902,102.3714815,造纸印刷,-0.036623543,498344263,-1.14,-9.91564332,29.24987218,-42.70053047,3.1764658,19.36520482,-12772,-18251132.61,143850756.5,9324021161,9227104072
